11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,10,10,11,0,0,0,0,0,0,0,0,11
11,0,11,11,11,11,11,11,11,11,11,11,11,0,0,11,11,0,0,0,11,0,0,0,0,0,0,0,0,11
11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,11
11,11,11,11,11,11,11,11,11,11,0,11,11,0,0,11,0,0,0,0,11,11,11,11,11,11,0,0,0,11
11,1,1,4,4,0,0,0,0,11,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,11
11,5,11,11,11,11,11,0,0,11,0,11,0,11,11,11,0,0,0,0,11,0,0,0,10,0,0,0,0,11
11,0,11,3,3,3,11,0,0,11,0,11,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11
11,0,11,0,0,0,11,0,0,0,0,11,0,11,0,0,0,0,0,0,11,0,0,0,0,11,10,0,0,11
11,0,11,0,0,0,11,11,11,11,11,11,0,11,0,0,0,0,0,0,11,0,10,0,0,0,0,10,0,11
11,0,11,0,0,8,0,0,0,0,0,11,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11
11,0,11,0,8,0,0,0,0,0,2,11,0,0,11,11,11,0,0,0,11,11,11,11,11,11,11,11,0,11
11,0,11,8,0,0,0,4,4,4,0,11,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,11
11,0,11,0,0,4,0,0,0,0,0,11,0,9,9,9,11,0,0,0,11,0,0,0,0,0,0,0,0,11
11,0,11,0,2,0,4,2,0,0,0,11,0,9,9,9,11,0,0,0,11,0,0,0,0,0,0,0,0,11
11,0,11,0,0,0,0,5,4,4,4,11,0,9,9,9,11,0,0,0,11,0,10,0,0,0,0,0,0,11
11,0,11,0,0,0,0,4,2,0,2,11,11,11,11,11,11,0,0,0,11,0,0,0,0,0,0,0,0,11
11,0,11,4,0,4,0,4,0,0,0,0,7,9,9,0,0,0,0,0,11,0,11,11,11,11,11,11,11,11
11,0,11,0,0,0,0,4,0,0,0,0,11,9,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11
11,0,11,0,0,4,0,4,2,0,0,6,11,0,0,0,0,0,0,0,11,11,11,11,11,0,0,0,0,11
11,0,11,11,11,11,11,11,11,11,11,0,11,11,11,11,11,11,11,11,2,3,1,4,0,0,0,0,0,11
11,0,0,0,9,8,1,0,0,0,11,0,11,0,0,0,5,8,6,7,2,3,1,4,0,0,0,0,0,11
11,0,0,0,9,1,8,2,0,0,11,0,11,0,0,0,5,8,6,7,2,3,1,4,0,0,0,0,0,11
11,0,0,0,9,8,1,0,0,0,11,0,11,0,0,0,5,8,6,7,2,3,1,4,0,0,0,0,0,11
11,0,0,0,9,1,8,2,0,0,6,0,11,0,0,0,5,8,6,7,2,3,1,4,0,0,0,0,0,11
11,0,0,0,9,8,1,0,0,0,11,11,11,0,0,0,5,8,6,7,2,3,1,4,0,0,0,0,0,11
11,0,0,0,9,1,8,2,0,0,11,0,0,0,0,0,5,8,6,7,2,3,1,4,0,0,0,0,0,11
11,0,0,0,9,8,1,0,0,0,11,0,0,0,0,0,5,8,6,7,2,3,1,4,0,0,0,0,0,11
11,0,0,0,9,1,8,2,0,0,11,0,0,0,0,0,5,8,6,7,2,3,1,4,0,0,0,0,0,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
